Sigla,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Origem Ano,Anais,Anais Link,GS Link,DBLP Link
SBSC,Simpósio Brasileiro de Sistemas Colaborativos,,,,,,Qualis 2017-2020,2021,,,,
SBSeg,Simpósio Brasileiro de Segurança da Informação e de Sistemas Computacionais,,,,,,Qualis 2017-2020,2021,,,,
SBSI,Simpósio Brasileiro de Sistemas de Informação,,,,,,Qualis 2017-2020,2021,,,,
SBSR,Simpósio Brasileiro de Sensoriamento Remoto,,,,,,Qualis 2017-2020,2021,,,,
SBTI,Simpósio Brasileiro de Tecnologia da Informação,,,,,,Qualis 2017-2020,2021,,,,
SC,"International Conference for High Performance Computing, Networking, Storage and Analysis",,,,,,Qualis 2017-2020,2021,,,,
SCA,ACM SIGGRAPH/Eurographics Symposium on Computer Animation,,,,,,Qualis 2017-2020,2021,,,,
SCAM,IEEE International Working Conference on Source Code Analysis and Manipulation,,,,,,Qualis 2017-2020,2021,,,,
SCCTSA,"International Workshop on Smart City Clouds: Technologies, Systems and Applications",,,,,,Qualis 2017-2020,2021,,,,
SciVis,IEEE Scientific Visualization,,,,,,Qualis 2017-2020,2021,,,,
SCOPES,Software and Compilers for Embedded Systems,,,,,,Qualis 2017-2020,2021,,,,
SDM,SIAM International Conference on Data Mining,,,,,,Qualis 2017-2020,2021,,,,
SDPC,"International Conference on Sensing, Diagnostics, Prognostics, and Control",,,,,,Qualis 2017-2020,2021,,,,
SDS,International Conference on Software Defined Systems,,,,,,Qualis 2017-2020,2021,,,,
SE4Science,International Workshop on Software Engineering for Science,,,,,,Qualis 2017-2020,2021,,,,
SEA,International Symposium on Experimental Algorithms,,,,,,Qualis 2017-2020,2021,,,,
SEAA,Euromicro Conference on Software Engineering and Advanced Applications,,,,,,Qualis 2017-2020,2021,,,,
SeAC,Workshop on Self-Aware Computing,,,,,,Qualis 2017-2020,2021,,,,
SEAMS,International Symposium on Software Engineering for Adaptive and Self-Managing Systems,,,,,,Qualis 2017-2020,2021,,,,
SEC,International Conference on ICT Systems Security and Privacy Protection,,,,,,Qualis 2017-2020,2021,,,,
SeCoGis,International Workshop on Semantic and Conceptual Issues in Geographic Information Systems,,,,,,Qualis 2017-2020,2021,,,,
SECON,"IEEE International Conference on Sensing, Communication and Networking",,,,,,Qualis 2017-2020,2021,,,,
SECRYPT,International Conference on Security and Cryptography,,,,,,Qualis 2017-2020,2021,,,,
SEFM,International Conference on Software Engineering and Formal Methods,,,,,,Qualis 2017-2020,2021,,,,
SEGAH,International Conference on Serious Games and Applications for Health,,,,,,Qualis 2017-2020,2021,,,,
SEKE,International Conference on Software Engineering and Knowledge Engineering,,,,,,Qualis 2017-2020,2021,,,,
SEMEVAL,International Workshop on Semantic Evaluation,,,,,,Qualis 2017-2020,2021,,,,
SEMISH,Seminário Integrado de Software e Hardware,,,,,,Qualis 2017-2020,2021,,,,
SENSORNETS,International Conference on Sensor Networks,,,,,,Qualis 2017-2020,2021,,,,
SenSys,ACM Conference on Embedded Network Sensor Systems,,,,,,Qualis 2017-2020,2021,,,,
SEPLN,CONFERENCE OF THE SPANISH SOCIETY FOR NATURAL LANGUAGE PROCESSING,,,,,,Qualis 2017-2020,2021,,,,
SERA,"Software Engineering Research, Management and Applications",,,,,,Qualis 2017-2020,2021,,,,
SERIAL,Workshop on Scalable and Resilient Infrastructures for Distributed Ledgers,,,,,,Qualis 2017-2020,2021,,,,
SERP4IoT,International Workshop on Software Engineering Research & Practices for the Internet of Things,,,,,,Qualis 2017-2020,2021,,,,
SERVICES,IEEE World Congress on Services,,,,,,Qualis 2017-2020,2021,,,,
SESoS,International Workshop on Software Engineering for Systems-of-Systems,,,,,,Qualis 2017-2020,2021,,,,
SeWeBMeDA,Workshop on Semantic Web Solutions for Large-Scale Biomedical,,,,,,Qualis 2017-2020,2021,,,,
SGP,Eurographics Symposium on Geometry Processing,,,,,,Qualis 2017-2020,2021,,,,
SIBGRAPI,"Conference on Graphics, Patterns and Images",,,,,,Qualis 2017-2020,2021,,,,
SIES,International Symposium on Industrial Embedded Systems,,,,,,Qualis 2017-2020,2021,,,,
SIGCOMM,ACM SIGCOMM Conference,,,,,,Qualis 2017-2020,2021,,,,
SIGCSE,ACM Technical Symposium on Computer Science Education,,,,,,Qualis 2017-2020,2021,,,,
SIGDIAL,Annual Meeting of the Special Interest Group on Discourse and Dialogue,,,,,,Qualis 2017-2020,2021,,,,
SIGDOC,ACM International Conference on Design of Communication,,,,,,Qualis 2017-2020,2021,,,,
SIGGRAPH,International Conference and Exibition on Computer Graphics and Interactive Techniques,,,,,,Qualis 2017-2020,2021,,,,
SIGGRAPH Asia,ACM International Conference On Computer Graphics & Interactive Techniques / Asia,,,,,,Qualis 2017-2020,2021,,,,
SIGIR,International ACM SIGIR Conference on Research and Development in Information Retrieval,,,,,,Qualis 2017-2020,2021,,,,
SIGIReCom,SIGIR Workshop on eCommerce,,,,,,Qualis 2017-2020,2021,,,,
SIGKDD,ACM International Conference on Knowledge Discovery and Data Mining,,,,,,Qualis 2017-2020,2021,,,,
SIGMOD,ACM Conference on Management of Data,,,,,,Qualis 2017-2020,2021,,,,
SIGSE,ACM Technical Symposium on Computer Science Education,,,,,,Qualis 2017-2020,2021,,,,
SIGSPATIAL,ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,,,,,,Qualis 2017-2020,2021,,,,
SII,IEEE/SICE International Symposium on System Integration,,,,,,Qualis 2017-2020,2021,,,,
SIIE,Simpósio Internacional de Informática Educatica,,,,,,Qualis 2017-2020,2021,,,,
SIMBig,Annual International Symposium on Information Management and Big Data,,,,,,Qualis 2017-2020,2021,,,,
SIMPAR,"IEEE International Conference on Simulation, Modeling, and Programming for Autonomous Robots",,,,,,Qualis 2017-2020,2021,,,,
SIMPDA,International Sysmposium on Data-Driven Process Discovery and Analysis,,,,,,Qualis 2017-2020,2021,,,,
SIMULTECH,"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",,,,,,Qualis 2017-2020,2021,,,,
SIoT,International Workshop on Secure Internet of Things,,,,,,Qualis 2017-2020,2021,,,,
SISAP,nternational Conference on Similarity Search and Applications,,,,,,Qualis 2017-2020,2021,,,,
SLATE,"Symposium on Languages, Applications and Technologies",,,,,,Qualis 2017-2020,2021,,,,
SLE,ACM SIGPLAN International Conference on Software Language Engineering,,,,,,Qualis 2017-2020,2021,,,,
SLERD,Conference on Smart Learning Ecosystems and Regional Development,,,,,,Qualis 2017-2020,2021,,,,
SMARTCOMP,International Conference on Smart Computing,,,,,,Qualis 2017-2020,2021,,,,
SMARTGREENS,International Conference on Smart Grids and Green ICT Systems,,,,,,Qualis 2017-2020,2021,,,,
SMARTGRIDCOMM,IEEE International Conference on Smart Grid Communications,,,,,,Qualis 2017-2020,2021,,,,
SMC,"IEEE International Conference on Systems, Man and Cybernetics",,,,,,Qualis 2017-2020,2021,,,,
SMusC,Sound and Music Computing Conference,,,,,,Qualis 2017-2020,2021,,,,
SNAA,Workshop on Social Network Analysis in Applications,,,,,,Qualis 2017-2020,2021,,,,
SOCA,IEEE Conference on Service-Oriented Computing and Applications,,,,,,Qualis 2017-2020,2021,,,,
SOCC,IEEE International System-on-Chip Conference,,,,,,Qualis 2017-2020,2021,,,,
SoCG,International Symposium on Computational Geometry,,,,,,Qualis 2017-2020,2021,,,,
SOCIALCOM,International Conference on Social Computing,,,,,,Qualis 2017-2020,2021,,,,
SOCINFO,International Conference on Social Informatics,,,,,,Qualis 2017-2020,2021,,,,
SoCPaR,International Conference on Soft Computing and Pattern Recognition,,,,,,Qualis 2017-2020,2021,,,,
SODA,ACM-SIAM Symposium on Discrete Algorithms,,,ACM-SIAM,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=9lG2cY79sEoJ.2024,https://dblp.org/db/conf/soda/index.html
SOFSEM,International Conference on Current Trends in Theory and Practice of Computer Science,,,,,,Qualis 2017-2020,2021,,,,
SOFTCOM,"International Conference on Software, Telecommunications and Computer Networks",,,,,,Qualis 2017-2020,2021,,,,
SOFTENG-IARIA,IARIA International Conference on Advances and Trends in Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
SoftStart,International Workshop on Software Engineering for Startups,,,,,,Qualis 2017-2020,2021,,,,
SORT,IEEE Workshop on Self-Organizing Real-Time Systems,,,,,,Qualis 2017-2020,2021,,,,
SOSE,IEEE International Symposium on Service-Oriented System Engineering,,,,,,Qualis 2017-2020,2021,,,,
SoSEC,IEEE Annual System of Systems Engineering Conference,,,,,,Qualis 2017-2020,2021,,,,
SOSP,ACM Symposium on Operating Systems Principles,,,,,,Qualis 2017-2020,2021,,,,
SOSR,Symposium on Software Defined Networking Research,,,,,,Qualis 2017-2020,2021,,,,
SOUPS,Symposium On Usable Privacy and Security,,,,,,Qualis 2017-2020,2021,,,,
SoWeMi,International Workshop on Mining the Social Web,,,,,,Qualis 2017-2020,2021,,,,
SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,,,,,,Qualis 2017-2020,2021,,,,
SpaCCS,"International Conference on Security, Privacy and Anonymity in Computation, Communication and Storage",,,,,,Qualis 2017-2020,2021,,,,
SPACE,"International Conference on Security, Privacy, and Applied Cryptography Engineering",,,,,,Qualis 2017-2020,2021,,,,
SpatialBigData,Spatial Big Data and Machine Learning in GIScience,,,,,,Qualis 2017-2020,2021,,,,
SpatialGems,ACM SIGSPATIAL International Workshop on Spatial Gems,,,,,,Qualis 2017-2020,2021,,,,
SPIRE,International Symposium on String Processing and Information Retrieval,,,,,,Qualis 2017-2020,2021,,,,
SPLASH,"ACM SIGPLAN Conference on Systems, Programming, Languages, and Applications: Software for Humanity",,,,,,Qualis 2017-2020,2021,,,,
SPLC,International Software Product Line Conference,,,,,,Qualis 2017-2020,2021,,,,
SPM,"International Conference on Signal, Image Processing and Multimedia",,,,,,Qualis 2017-2020,2021,,,,
SpringSim,Spring Simulation Conference,,,,,,Qualis 2017-2020,2021,,,,
SRDS,IEEE Symposium on Reliable Distributed Systems,,,,,,Qualis 2017-2020,2021,,,,
SSBSE,International Symposium on Search Based Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
SSCC,International Symposium on Security in Computing and Communications,,,,,,Qualis 2017-2020,2021,,,,
SSCI,IEEE Symposium Series on Computational Intelligence,,,,,,Qualis 2017-2020,2021,,,,
SSDBM,International Conference on Scientific and Statistical Database Management,,,,,,Qualis 2017-2020,2021,,,,
SSIAI,Southwest Symposium on Image Analysis and Interpretation,,,,,,Qualis 2017-2020,2021,,,,
SSPR,International Workshop on Structural and Syntactic Pattern Recognition,,,,,,Qualis 2017-2020,2021,,,,
SSRR,"International Symposium on Safety, Security and Rescue Robotics",,,,,,Qualis 2017-2020,2021,,,,
SSTD,International Symposium on Spatial and Temporal Databases,,,,,,Qualis 2017-2020,2021,,,,
STACS,Symposium on Theoretical Aspects of Computer Science,,,,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=BmGC50v8VqkJ.2024,https://dblp.org/db/conf/stacs/index.html
STIL,Brazilian Symposium in Information and Human Language Technology,,,,,,Qualis 2017-2020,2021,,,,
STOC,ACM Symposium on Theory of Computing,,,ACM,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=t-147h7Cn5cJ.2024,https://dblp.org/db/conf/stoc/index.html
SUGARLOAFPLOP,Latin American Conference on Pattern Languages of Programs,,,,,,Qualis 2017-2020,2021,,,,
SUI,Symposium on Spatial User Interaction,,,,,,Qualis 2017-2020,2021,,,,
SUM,International Conference on Scalable Uncertainty Management,,,,,,Qualis 2017-2020,2021,,,,
SustainIT,Conference on Sustainable Internet and ICT for Sustainability,,,,,,Qualis 2017-2020,2021,,,,
SVR,Symposium on Virtual and Augmented Reality,,,,,,Qualis 2017-2020,2021,,,,https://dblp.org/db/conf/svr/index.html
SWAT,Scandinavian Workshop on Algorithm Theory,,,,,,Qualis 2017-2020,2021,,,,
SWQD,Conference Software Quality Days,,,,,,Qualis 2017-2020,2021,,,,
SYSCON,IEEE International Systems Conference,,,,,,Qualis 2017-2020,2021,,,,
SYSTOL,Conference on Control and Fault-Tolerant Systems,,,,,,Qualis 2017-2020,2021,,,,
TABLEAUX,International Conference on Automated Reasoning with Analytic Tableaux and Related Methods,,,,,,Qualis 2017-2020,2021,,,,
TAC,Text Analysis Conference,,,,,,Qualis 2017-2020,2021,,,,
TACAS,International Conference on Tools and Algorithms for the Construction and Analysis of Systems,,,,,,Qualis 2017-2020,2021,,,,
TAPAS,Workshop on Tools for Automatic Program Analysis,,,,,,Qualis 2017-2020,2021,,,,
TAROS,Conference Towards Autonomous Robotics Systems,,,,,,Qualis 2017-2020,2021,,,,
TASE,Theoretical Aspects of Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
TCC,Theory of Cryptography,,,,,,Qualis 2017-2020,2021,,,,
TechDebt,International Conference on Technical Debt,,,,,,Qualis 2017-2020,2021,,,,
TEEM,Technological Ecosystems for Enhancing Multiculturality,,,,,,Qualis 2017-2020,2021,,,,
TEI,"International Conference on Tangible, Embedded and Embodied Interaction",,,,,,Qualis 2017-2020,2021,,,,
TextGraphs,Workshop on Graph-based Methods for Natural Language Processing,,,,,,Qualis 2017-2020,2021,,,,
TIMBRE,Interdisciplinary Workshop on Timbre,,,,,,Qualis 2017-2020,2021,,,,
TISE,Congreso Internacional de Informática Educativa,,,,,,Qualis 2017-2020,2021,,,,
TPDL,International Conference on Theory and Practice of Digital Libraries,,,,,,Qualis 2017-2020,2021,,,,
TREC,Text Retrieval Conference,,,,,,Qualis 2017-2020,2021,,,,
TRUST,International Workshop on Trust in Agent societies,,,,,,Qualis 2017-2020,2021,,,,
TRUSTCOM,"International Conference on Trust, Security and Privacy in Computing and Communications",,,,,,Qualis 2017-2020,2021,,,,
TSD,"International Conference on Text, Speech and Dialogue",,,,,,Qualis 2017-2020,2021,,,,
TVX,ACM International Conference on Interactive Experiences for TV and Online Video,,,,,,Qualis 2017-2020,2021,,,,
UAI,Conference on Uncertainty in Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
UBICOMM-IARIA,"IARIA International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",,,,,,Qualis 2017-2020,2021,,,,
UbiComp,ACM International Joint Conference on Pervasive and Ubiquitous Computing,,,,,,Qualis 2017-2020,2021,,,,
UBIMUS,Workshop de Música Ubíqua,,,,,,Qualis 2017-2020,2021,,,,
UCAMI,International Conference on Ubiquitous Computing and Ambient Intelligence,,,,,,Qualis 2017-2020,2021,,,,
UCC,IEEE/ACM International Conference on Utility and Cloud Computing,,,,,,Qualis 2017-2020,2021,,,,
UIC,IEEE International Conference on Ubiquitous Intelligence and Computing,,,,,,Qualis 2017-2020,2021,,,,
UIST,ACM User Interface Software Technology Symposium,,,,,,Qualis 2017-2020,2021,,,,
UKSIM,International Conference on Computer Modelling and Simulation,,,,,,Qualis 2017-2020,2021,,,,
UMAP,"International Conference on User Modeling, Adaptation and Personalization",,,,,,Qualis 2017-2020,2021,,,,
UNET,International Symposium on Ubiquitous Networking,,,,,,Qualis 2017-2020,2021,,,,
UNIF,International Workshop on Unification,,,,,,Qualis 2017-2020,2021,,,,
UR,International Conference on Ubiquitous Robots and Ambient Intelligence,,,,,,Qualis 2017-2020,2021,,,,
USENIX Security,USENIX Security Symposium,,,,,,Qualis 2017-2020,2021,,,,
USIHC,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Computador,,,,,,Qualis 2017-2020,2021,,,,
UTP,International Symposium on Unifying Theories of Programming,,,,,,Qualis 2017-2020,2021,,,,
VALUETOOLS,EAI International Conference on Performance Evaluation Methodologies and Tools,,,,,,Qualis 2017-2020,2021,,,,
VAMOS,International Workshop on Variability Modelling of Software-intensive Systems,,,,,,Qualis 2017-2020,2021,,,,
VarDial,"Workshop on NLP for Similar Languages, Varieties and Dialects",,,,,,Qualis 2017-2020,2021,,,,
VAST,IEEE Conference on Visual Analytics Science and Technology,,,,,,Qualis 2017-2020,2021,,,,
VCIP,IEEE International Conference on Visual Communications and Image Processing,,,,,,Qualis 2017-2020,2021,,,,
VECIMS/CIVEMSA,IEEE International Conference on Virtual Environments Human-Computer Interfaces and Measurement Systems,,,,,,Qualis 2017-2020,2021,,,,
VECPAR,International Meeting on High Performance Computing for Computational Science,,,,,,Qualis 2017-2020,2021,,,,
VEE,International Conference on Virtual Execution Environments,,,,,,Qualis 2017-2020,2021,,,,
VEM,"Workshop on Software Visualization, Evolution and Maintenance",,,,,,Qualis 2017-2020,2021,,,,
Videojogos,Conference on Videogame Sciences and Arts,,,,,,Qualis 2017-2020,2021,,,,
VISAPP,International Conference on Computer Vision Theory and Applications,,,,,,Qualis 2017-2020,2021,,,,
VISIGRAPP,"Conference on Computer Vision, Imaging and Computer Graphics Theory and Applications",,,,,,Qualis 2017-2020,2021,,,,
VISSOFT,IEEE Working Conference on Software Visualization,,,,,,Qualis 2017-2020,2021,,,,
VLDB,International Conference on Very Large Data Bases,,,,,,Qualis 2017-2020,2021,,,,
VLHCC,IEEE Symposium on Visual Languages and Human-Centric Computing,,,,,,Qualis 2017-2020,2021,,,,
VLSI,International Conference on Very Large Scale Integration,,,,,,Qualis 2017-2020,2021,,,,
VLSI-DAT,"International Symposium on VLSI Design, Automation and Test",,,,,,Qualis 2017-2020,2021,,,,
VLSI-SOC,IEEE/IFIP International Conference on VLSI and System-on-Chip,,,,,,Qualis 2017-2020,2021,,,,
VLSID,International Conference on VLSI Design,,,,,,Qualis 2017-2020,2021,,,,
VMV,"Vision, Modeling & Visualization",,,,,,Qualis 2017-2020,2021,,,,
VNC,IEEE Vehicular Networking Conference,,,,,,Qualis 2017-2020,2021,,,,
VOILA,Visualization and Interaction for Ontologies and Linked Data,,,,,,Qualis 2017-2020,2021,,,,
VR,IEEE Virtual Reality Conference,,,,,,Qualis 2017-2020,2021,,,,
VRCAI,International Conference on Virtual Reality Continuum and its Applications,,,,,,Qualis 2017-2020,2021,,,,
VRST,ACM Symposium on Virtual Reality Software and Technology,,,,,,Qualis 2017-2020,2021,,,,
VS-Games,International Conference on Virtual Worlds and Games for Serious Applications,,,,,,Qualis 2017-2020,2021,,,,
VSMM,International Conference on Virtual Systems and MultiMedia,,,,,,Qualis 2017-2020,2021,,,,
VTC,Vehicular Technology Conference,,,,,,Qualis 2017-2020,2021,,,,
VTS,IEEE VLSI Test Symposium,,,,,,Qualis 2017-2020,2021,,,,
W2GIS,International Symposium Web and Wireless Geographical Information Systems,,,,,,Qualis 2017-2020,2021,,,,
W4A,Conference on Web Accessibility,,,,,,Qualis 2017-2020,2021,,,,
WABI,Workshop on Algorithms in Bioinformatics,,,,,,Qualis 2017-2020,2021,,,,
WAC,Web Audio Conference,,,,,,Qualis 2017-2020,2021,,,,
WACV,Workshop on Applications of Computer Vision,,,,,,Qualis 2017-2020,2021,,,,
WADS,Algorithms and Data Structures Symposium,,,,,,Qualis 2017-2020,2021,,,,
WAFR,Workshop on the Algorithmic Foundations of Robotics,,,,,,Qualis 2017-2020,2021,,,,
WAIHCWS,Workshop sobre Aspectos da Interação Humano-Computador para a Web Social,,,,,,Qualis 2017-2020,2021,,,,
WALCOM,International Workshop on Algorithms and Computation,,,,,,Qualis 2017-2020,2021,,,,
WAlgProg,"Workshop de Ensino em Pensamento Computacional, Algoritmos e Programação",,,,,,Qualis 2017-2020,2021,,,,
WAOA,Workshop on Approximation and Online Algorithms,,,,,,Qualis 2017-2020,2021,,,,
WASHES,"Workshop sobre Aspectos Sociais, Humanos e Econômicos de Software",,,,,,Qualis 2017-2020,2021,,,,
WASPAA,IEEE Workshop on Applications of Signal Processing to Audio and Acoustics,,,,,,Qualis 2017-2020,2021,,,,
WASSA,"Workshop on Computational Approaches to Subjectivity, Sentiment and Social Media Analysis",,,,,,Qualis 2017-2020,2021,,,,
WAVE,Workshop on Advanced Virtual Environments and Education,,,,,,Qualis 2017-2020,2021,,,,
WBL,Workshop Brasileiro de Lógica,,,,,,Qualis 2017-2020,2021,,,,
WBMA,Workshop Brasileiro de Métodos Ágeis,,,,,,Qualis 2017-2020,2021,,,,
WCAMA,Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais,,,,,,Qualis 2017-2020,2021,,,,
WCAS,Workshop on Circuits and Systems Design,,,,,,Qualis 2017-2020,2021,,,,
WCBIE,Workshops do Congresso Brasileiro de Informática na Educação,,,,,,Qualis 2017-2020,2021,,,,
WCCE,IFIP World Conference on Computers in Education,,,,,,Qualis 2017-2020,2021,,,,
WCCI,IEEE World Congress on Computational Intelligence,,,,,,Qualis 2017-2020,2021,,,,
WCGE,Workshop de Computação Aplicada ao Governo Eletrônico,,,,,,Qualis 2017-2020,2021,,,,
WCGO,World Congress on Global Optimization,,,,,,Qualis 2017-2020,2021,,,,
WCISC,Workshop on Computational Intelligence and Smart Cities,,,,,,Qualis 2017-2020,2021,,,,
WCN,Workshop on Cloud Networks,,,,,,Qualis 2017-2020,2021,,,,
WCNC,IEEE Wireless Communications and Networking Conference,,,,,,Qualis 2017-2020,2021,,,,
WCNCW,IEEE Wireless Communications and Networking Conference Workshops,,,,,,Qualis 2017-2020,2021,,,,
WCNPS,Workshop on Communication Networks and Power Systems,,,,,,Qualis 2017-2020,2021,,,,
WCX,SAE World Congress Experience,,,,,,Qualis 2017-2020,2021,,,,
WD,Wireless Days Conference,,,,,,Qualis 2017-2020,2021,,,,
WDES,"Workshop on Distributed Software Development, Software Ecosystems and Systems-of-Systems",,,,,,Qualis 2017-2020,2021,,,,
WEB3D,International Conference on 3D Web Technology,,,,,,Qualis 2017-2020,2021,,,,
Web4All,International Web for All Conference,,,,,,Qualis 2017-2020,2021,,,,
WEBDB,International Workshop on the Web and Databases,,,,,,Qualis 2017-2020,2021,,,,
WEBIST,International Conference on Web Information Systems and Technologies,,,,,,Qualis 2017-2020,2021,,,,
WEBMEDIA,Brazilian Symposium on Multimedia and the Web,,,,,,Qualis 2017-2020,2021,,,,
WEBSCI,ACM Web Science Conference,,,,,,Qualis 2017-2020,2021,,,,
WEI,Workshop sobre Educação em Computação,,,,,,Qualis 2017-2020,2021,,,,
WER,Workshop on Requirements Engineering,,,,,,Qualis 2017-2020,2021,,,,
WESB,Workshop de Engenharia de Software Baseada em Busca,,,,,,Qualis 2017-2020,2021,,,,
WETICE,IEEE International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises,,,,,,Qualis 2017-2020,2021,,,,
WF-IoT,IEEE World Forum on Internet of Things,,,,,,Qualis 2017-2020,2021,,,,
WFCS,IEEE World Conference on Factory Communication Systems,,,,,,Qualis 2017-2020,2021,,,,
WG,International Workshop on Graph-Theoretic Concepts in Computer Science,,,,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=bEdEBGLFMMoJ.2024,https://dblp.org/db/conf/wg/index.html
WGRS,Workshop de Gerência e Operação de Redes e Serviços,,,,,,Qualis 2017-2020,2021,,,,
WHISPERS,Workshop on Hyperspectral Image and Signal Processing: Evolution in Remote Sensing,,,,,,Qualis 2017-2020,2021,,,,
WI-IAT,IEEE/WIC/ACM International Conference on Web Intelligence and Intelligent Agent Technology,,,,,,Qualis 2017-2020,2021,,,,
WICSA,Working IEEE/IFIP Conference on Software Architecture,,,,,,Qualis 2017-2020,2021,,,,
WIE,Workshop de Informática na Escola,,,,,,Qualis 2017-2020,2021,,,,
WIFS,IEEE Workshop on Information Forensics and Security,,,,,,Qualis 2017-2020,2021,,,,
WIM,Workshop de Informática Médica,,,,,,Qualis 2017-2020,2021,,,,
WIMOB,"IEEE International Conference on Wireless and Mobile Computing, Networking and Communications",,,,,,Qualis 2017-2020,2021,,,,
WiOpt,"International Symposium on Modeling and Optimization in Mobile, Ad Hoc, and Wireless Networks",,,,,,Qualis 2017-2020,2021,,,,
WiPSCE,Workshop in Primary and Secondary Computing Education,,,,,,Qualis 2017-2020,2021,,,,
WISDOM,Workshop on Issues of Sentiment Discovery and Opinion Mining,,,,,,Qualis 2017-2020,2021,,,,
WISE,International Conference on Web Information Systems Engineering,,,,,,Qualis 2017-2020,2021,,,,
WiSec,ACM Conference on Security & Privacy in Wireless and Mobile Networks,,,,,,Qualis 2017-2020,2021,,,,
WISTP,International Conference on Information Security Theory and Practice,,,,,,Qualis 2017-2020,2021,,,,
WIT,Women in Information Technology,,,,,,Qualis 2017-2020,2021,,,,
WOCN,International Conference on Wireless and Optical Communications Networks,,,,,,Qualis 2017-2020,2021,,,,
WOLLIC,"International Workshop on Logic, Language, Information and Computation",,,,,,Qualis 2017-2020,2021,,,,
WOMoCoE,"International Workshop on Ontology Modularity, Contextuality, and Evolution",,,,,,Qualis 2017-2020,2021,,,,
WONS,Wireless On-demand Network systems and Services Conference,,,,,,Qualis 2017-2020,2021,,,,
WORKS,Workshop on Workflows in Support of Large-Scale Science,,,,,,Qualis 2017-2020,2021,,,,
WOSP,International Workshop on Mining Scientific Publications,,,,,,Qualis 2017-2020,2021,,,,
WOWMOM,"International Symposium on a World of Wireless, Mobile and Multimedia Networks",,,,,,Qualis 2017-2020,2021,,,,
WPEIF,Workshop de Pesquisa Experimental da Internet do Futuro,,,,,,Qualis 2017-2020,2021,,,,
WPerformance,Workshop em Desempenho de Sistemas Computacionais e de Comunicação,,,,,,Qualis 2017-2020,2021,,,,
WPES,Annual ACM workshop on Privacy in the electronic society,,,,,,Qualis 2017-2020,2021,,,,
WRLA,International Workshop on Rewriting Logic and its Applications,,,,,,Qualis 2017-2020,2021,,,,
WSC,Winter Simulation Conference,,,,,,Qualis 2017-2020,2021,,,,
WSCAD,Simpósio em Sistemas Computacionais de Alto Desempenho,,,,,,Qualis 2017-2020,2021,,,,
WSCDC,Workshop de Segurança Cibernética em Dispositivos Conectados,,,,,,Qualis 2017-2020,2021,,,,
WSCG,International Conference in Central Europe on Computer Graphics and Visualization and Computer Vision,,,,,,Qualis 2017-2020,2021,,,,
WSDM,ACM Conference International Conference on Web Search and Data Mining,,,,,,Qualis 2017-2020,2021,,,,
WSL,Workshop de Software Livre,,,,,,Qualis 2017-2020,2021,,,,
WSOM,"International Workshop on Self-Organizing Maps and Learning Vector Quantization, Clustering and Data Visualization",,,,,,Qualis 2017-2020,2021,,,,
WTF,Workshop de Testes e Tolerância a Falhas,,,,,,Qualis 2017-2020,2021,,,,
WTranS,Workshop de Transparência de Sistema,,,,,,Qualis 2017-2020,2021,,,,
WVC,Workshop de Visão Computacional,,,,,,Qualis 2017-2020,2021,,,,
WWW,International World Wide Web Conferences,,,,,,Qualis 2017-2020,2021,,,,
XP,International Conference on Agile Software Development,,,,,,Qualis 2017-2020,2021,,,,
