Sigla,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Anais,Anais Link,GS Link,DBLP Link
IESS,IFIP International Embedded Systems Symposium,,nan,,Recommended,CE-ESC,,nan,,iess
IESTEC,"International Engineering, Sciences and Technology Conference",,,,,,,,,
IFAC,World Congress of the International Federation of Automatic Control,,nan,,Recommended,CE-ESC,,nan,bIF9l832asoJ,
IFIPIoT,IFIP International Internet of Things Conference,,,,,,,,,
IFIPISC,IFIP International Information Security Conference,,,,,,,,,
IFM,International Conference on Integrated Formal Methods,,Integrated Formal Methods|nan,,Top10,CE-MF,,nan,Gzge6qp3seEJ,
IFSA,World Congress of International Fuzzy Systems Association,,,,,,,,,
IGSC,International Green and Sustainable Computing Conference,,,,,,,,,
IH&MMSec,ACM Workshop on Information Hiding and Multimedia Security,,nan,,Recommended,CE-WEBMEDIA,,nan,VXpZxWaAe0QJ,
IHC,Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais,,Brazilian Symposium on Human Factors in Computing Systems|IHC - Simpósio Brasileiro sobre Fatores Humanos em Sistemas Computacionais|nan,,Top10,CE-IHC|CE-RV|CE-SC|CE-SI,,https://sol.sbc.org.br/index.php/ihc,jyopF_8JEZIJ,ihc
IHM,Conférence Francophone sur l’Interaction Homme-Machine,,Conférence Francophone sur l’Interaction Homme-Machin|nan,,Recommended,CE-IHC,,nan,,ihm
IIH-MSP,International Conference on Intelligent Information Hiding and Multimedia Signal Processing,,nan,,Recommended,CE-SEG,,nan,glSJUMMggrUJ.2020 (https://scholar.google.com/scholar?hl=pt-BR,iih-msp
IISA,"International Conference on Information, Intelligence, Systems and Applications",,,,,,,,,
IISWC,IEEE International Symposium on Workload Characterization,,nan,,Recommended,CE-ACPAD,,nan,4qd95Riz9Y4J,iiswc
IIWAS,International Conference on Information Integration and Web-based Applications & Services,,International Conference on Information Integration and Web Intelligence|nan,,Top20,CE-BD|CE-SI,,nan,Tq_VLYZkpzwJ,iiwas
IJCAI,International Joint Conference on Artificial Intelligence,,International Joint Conference on Artificial Intelligence (IJCAI)|nan,,Recommended,CE-GRAPI|CE-IA|CE-IC|CE-PLN,,nan,4HxsSu0PUdYJ,ijcai
IJCAR,International Joint Conference on Automated Reasoning,,nan,,Top20,CE-L,,nan,,ijcar
IJCCI,International Joint Conference on Computational Intelligence,,,,,,,,,
IJCNLP,International Joint Conference on Natural Language Processing,,nan,,Top10,CE-PLN,,nan,kYJHGA9yIBMJ,ijcnlp
IJCNN,IEEE International Joint Conference on Neural Networks,,International Joint Conference on Neural Networks|nan,,Recommended,CE-GRAPI|CE-IA|CE-IC,,nan,-t1SY74YlYcJ,ijcnn
ILA,Interaction Latin America,,,,,,,,,
ILP,International Conference on Inductive Logic Programming,,nan,,Recommended,CE-IA,,nan,,ilp
IM,IFIP/IEEE International Symposium on Integrated Network Management,,nan,,Top20,CE-RESD,,nan,_XEusYoPeXgJ,im
IMBSA,International Symposium on Model-Based Safety and Assessment,,,,,,,,,
IMC,ACM Internet Measurement Conference,,Internet Measurement Conference|nan,,Recommended,CE-RESD|CE-WEBMEDIA,,nan,Yh-Vy_bHNYMJ,imc
IMCOM,International Conference on Ubiquitous Information Management and Communication,,,,,,,,,
IMIS,International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing,,nan,,Recommended,CE-RESD,,nan,6Xfj7Y8gKaYJ,imis
IMOC,SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference,,,,,,,,,
INCOS,International Conference on Intelligent Networking and Collaborative Systems,,INCOS - International Conference on Intelligent Networking and Collaborative Systems|nan,,Top20,CE-SC,,nan,,
INDIN,IEEE International Conference on Industrial Informatics,,nan,,Recommended,CE-ESC|CE-R,,nan,IRnEg4i2mP4J,indin
INDOCRYPT,International Conference on Cryptology in India,,nan,,Recommended,CE-SEG,,nan,NQGo0SktmDsJ,indocrypt
INDUSCON,International Conference on Industry Applications,,nan,,Recommended,CE-SI,,nan,kHVE9lQrYc8J,
INFOCOM,IEEE International Conference on Computer Communications,,nan,,Recommended,CE-ESC|CE-RESD,,nan,JMgzZsGYu14J,infocom
InfoVis,IEEE Information Visualization,,nan,,Recommended,CE-RV,,nan,vRWGetFmuFkJ,infovis
INLG,International Natural Language Generation conference,,International Natural Language Generation Conference|nan,,Recommended,CE-IA|CE-PLN,,nan,WcIBEdCoDl0J,inlg
INOC,International Network Optimization Conference,,nan,,Recommended,CE-ACO,,nan,,inoc
INSCIT,"International Symposium on Instrumentation Systems, Circuits and Transducers",,,,,,,,,
INTECH,International Conference on Innovative Computing Technology,,nan,,Recommended,CE-SI,,nan,,
INTELLISYS,SAI Intelligent Systems Conference,,,,,,,,,
INTERACT,IFIP TC 13 International Conference on Human-Computer Interaction,,IFIP Conference on Human-Computer Interaction|IFIP International Conference on Human-Computer Interaction|IFIP TC13 International Conference on Human-Computer Interaction (INTERACT)|nan,,Top10,CE-IHC|CE-RV,,nan,6hYO_ZiWs1YJ,interact
INTERSPEECH,Conference of the International Speech Communication Association,,nan,,Recommended,CE-GRAPI|CE-PLN,,nan,ssdQ_yPkyjAJ,interspeech
INTESA,INTelligent Embedded Systems Architectures and Applications Workshop,,,,,,,,,
IOLTS,IEEE International On-Line Testing Symposium,,nan,,Recommended,CE-CCI,,nan,0SR2S8_NVfUJ,iolts
IoTAAL,Workshop on Internet of Things for Ambient Assisted Living,,nan,,Recommended,CE-IHC,,nan,,
IoTBDS,International Conference on Internet of Things and Big Data and Security,,,,,,,,,
IOTSMS,"International Conference on Internet of Things: Systems, Management and Security",,,,,,,,,
IPAW,International Provenance and Annotation Workshop,,nan,,Recommended,CE-BD,,nan,,ipaw
IPCCC,"International Performance, Computing, and Communications Conference",,nan,,Recommended,CE-RESD,,nan,LM8Vo6K7w5QJ,ipccc
IPCO,Conference on Integer Programming and Combinatorial Optimization,,nan,,CE-ACO Top10 2024,CE-ACO,,nan,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=_8wwFhBIq4cJ.2023,https://dblp.org/db/conf/ipco/index.html
IPCVWC,"International Conference on Image Processing, Computer Vision, and Pattern Recognition",,,,,,,,,
IPDLN,International Population Data Linkage Network,,nan,,Recommended,CE-CAS,,nan,,
IPDPS,IEEE International Parallel & Distributed Processing Symposium,,IEEE International Symposium on Parallel & Distributed Processing|nan,,Recommended,CE-ACPAD|CE-RESD|CE-TF,,nan,Cge5_JoKLicJ,ipdps
IPDPSW,IEEE International Parallel & Distributed Processing Symposium Workshops,,,,,,,,,
IPEC,International Symposium on Parameterized and Exact Computation,,nan,,Top20,CE-ACO,,nan,omO5C9pkf-8J,iwpec
IPMU,International Conference on Information Processing and Management of Uncertainty in Knowledge-Based Systems,,nan,,Recommended,CE-IA|CE-IC|CE-SI,,nan,DxTMQsOcxf0J,ipmu
IPSN,International Conference on Information Processing in Sensor Networks,,,,,,,,,
IRC,IEEE International Conference on Robotic Computing,,nan,,Recommended,CE-R,,nan,X5iIIuMWM_8J,
IRI,IEEE International Conference on Information Reuse and Integration,,nan,,Recommended,CE-BD,,nan,,iri
IRIS,IEEE International Symposium on Robotics and Intelligent Sensors,,,,,,,,,
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems,,IEEE/RJS International Conference on Intelligent Robots and Systems|IEEE/RSJ Interrnational Conference on Intelligent Robots and Systems|IEEE/RSJ Intrernational Conference on Intelligent Robots and Systems|nan,,Top10,CE-GRAPI|CE-IA|CE-IC|CE-R|CE-RV,,nan,QZ31s4XlF8EJ,iros
ISAAC,International Symposium on Algorithms and Computation,,nan,,Top20,CE-ACO,,nan,REeNFlEptmgJ,isaac
ISADS,International Symposium on Autonomous Decentralized Systems,,nan,,Recommended,CE-RESD,,nan,,isads
ISAM,IEEE International Symposium on Assembly and Manufacturing,,,,,,,,,
ISAmI,International Symposium on Ambient Intelligence,,,,,,,,,
ISAP,International Conference on Intelligent System Applications to Power Systems,,,,,,,,,
ISAS,International Static Analysis Symposium,,,,,,,,,
ISBI,IEEE International Symposium on Biomedical Imaging,,nan,,Recommended,CE-CAS|CE-GRAPI,,nan,BvOzx47YdqIJ,isbi
ISBRA,International Symposium on Bioinformatics Research and Applications,,nan,,Top10,CE-BioComp,,nan,CYFIxMLpkUsJ,
ISC,International Supercomputing Conference,,International Conference on Information Security|nan,,Recommended,CE-ACPAD|CE-SEG,,nan,Vnq3DIsft2YJ,isw
ISC2,IEEE International Smart Cities Conference,,nan,,Recommended,CE-RESD,,nan,yFTutsygf2gJ,isc2
ISCA,International Symposium on Computer Architecture,,nan,,Top10,CE-ACPAD,,nan,-RiAttlQ-g0J,isca
ISCAS,IEEE International Symposium on Circuits and Systems,,nan,,Recommended,CE-ACPAD|CE-CCI|CE-ESC,,nan,V91jHpOGqs0J,iscas
ISCC,International Symposium on Computers and Communications,,IEEE Symposium on Computers and Communications|nan,,Recommended,CE-ACPAD|CE-ESC|CE-RESD|CE-TF,,nan,0jK8bHjCH68J,iscc
ISCIS,International Symposium on Computer and Information Sciences,,nan,,Recommended,CE-SI,,nan,,iscis
ISCO,International Symposium on Combinatorial Optimization,,nan,,Recommended,CE-ACO,,nan,_nw1GAGIGkEJ,isco
ISCRAM,International Conference on Information Systems for Crisis Response and Management,,Information Systems for Crisis Response and Management|nan,,Recommended,CE-SI,,nan,jpqK-S5bXocJ,iscram
ISD,International Conference on Information Systems Development,,nan,,Recommended,CE-SI,,nan,IXwBVJe3Y30J,isdevel
ISDA,International Conference on Intelligent Systems Design and Applications,,nan,,Top20,CE-CAS,,nan,vtykNI3af7IJ,isda
ISEA,International Symposium on Electronic Arts,,International Symposium on Electronic /Emerging Art|nan,,Recommended,CE-IHC,,nan,,
ISeC,International Conference on Information Security,,,,,,,,,
ISECON,Information Systems Education Conference,,nan,,Recommended,CE-IE,,nan,,
ISER,International Symposium on Experimental Robotics,,,,,,,,,
ISGT,IEEE PES Innovative Smart Grid Technologies,,nan,,Recommended,CE-RESD,,nan,9nASlar3rTYJ,isgt
ISGT-Europe,IEEE PES Innovative Smart Grid Technologies Conference Europe,,nan,,Recommended,CE-RESD,,nan,clIpBqTfgOsJ,isgteurope
ISGT-LA,IEEE PES Innovative Smart Grid Technologies Latin America,,,,,,,,,
ISI,IEEE International Conference on Intelligence and Security Informatics,,,,,,,,,
ISIE,IEEE International Symposium on Industrial Electronics,,nan,,Recommended,CE-ESC|CE-R,,nan,nvZjR0BHub4J,isie
ISLPED,International Symposium on Low Power Electronics and Design,,ACM/IEEE International Symposium on Low Power Electronics and Design|nan,,Recommended,CE-CCI,,nan,NoKVsOmGgEMJ,islped
ISM,IEEE International Symposium on Multimedia,,nan,,Recommended,CE-BD|CE-CM|CE-GRAPI|CE-WEBMEDIA,,nan,np9OvZCkWLIJ,ism
ISMAR,IEEE International Symposium on Mixed and Augmented Reality,,International Symposium on Mixed and Augmented Reality|nan,,Recommended,CE-IHC|CE-RV,,nan,saKKhfQeF-MJ,ismar
ISMB/ECCB,Intelligent Systems for Molecular Biology / European Conference on Computational Biology,,nan,,Top20,CE-BioComp,,nan,,
ISMCR,International Symposium on Measurement and Control in Robotics,,nan,,Recommended,CE-R,,nan,,
ISMEM,International Symposium on Memory Management,,,,,,,,,
ISMIR,International Society for Music Information Retrieval Conference,,nan,,Top10,CE-CM,,nan,,
ISMIS,International Symposium on Methodologies for Intelligent Systems,,,,,,,,,
ISMM,International Symposium on Mathematical Morphology,,International Symposium on Memory Management|nan,,Top20,CE-LP,,nan,gOjRemocSxMJ,iwmm
ISMR,International Symposium on Medical Robotics,,nan,,Recommended,CE-R,,nan,,
ISMSI,"International Conference on Intelligent Systems, Metaheuristics & Swarm Intelligence",,,,,,,,,
ISMVL,IEEE International Symposium on Multiple-Valued Logic,,nan,,Recommended,CE-CCI,,nan,K6125zrCIPYJ,ismvl
ISNN,International Symposium on Neural Networks,,,,,,,,,
ISOLA,"International Symposium on Leveraging Applications of Formal Methods, Verification and Validation",,nan,,Top20,CE-MF,,nan,wOH94ungceEJ,
ISORC,IEEE International Symposium on RealTime Distributed Computing,,International Symposium on Object-Oriented Real-Time Distributed Computing,,Top20,CE-ESC,,nan,BsXPy-a3od0J,isorc
ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software,,,,,,,,,
ISPD,ACM International Symposium on Physical Design,,International Symposium on Physical Design|nan,,Top10,CE-CCI,,nan,qcCDTf9GIAMJ,ispd
ISPDC,International Symposium on Parallel and Distributed Computing,,nan,,Recommended,CE-ACPAD|CE-TF,,nan,BZK2l1JW2UsJ,ispdc
ISQED,International Symposium on Quality Electronic Design,,nan,,Recommended,CE-CCI,,nan,CAKBHPJLxuMJ,isqed
ISR,IEEE International Conference on Intelligence and Safety for Robotics,,,,,,,,,
ISRR,International Symposium on Robotics Research,,,,,,,,,
ISS,ACM International Conference on Interactive Surfaces and Spaces,,ACM Interactive Surfaces and Spaces|nan,,Top20,CE-RV,,nan,js1p_d4DBXkJ,tabletop
ISSA,Information Security for South Africa,,nan,,Recommended,CE-SEG,,nan,mjGhRMqAqs8J.2019  (https://scholar.google.com/scholar?hl=pt-BR,issa
ISSCC,IEEE International Solid-State Circuits Conference,,,,,,,,,
ISSI,International Society of Scientometrics and Informetrics Conference,,,,,,,,,
ISSRE,IEEE International Symposium on Software Reliability Engineering,,International Symposium on Software Reliability Engineering|nan,,Top10,CE-ES|CE-TF,,nan,xJhIFxijeG8J,issre
ISSREW,IEEE International Symposium on Software Reliability Engineering Workshops,,,,,,,,,
ISSTA,International Symposium on Software Testing and Analysis,,nan,,Recommended,CE-ES,,nan,llVusf8drOoJ,issta
ISTAR,International i*Workshop,,istar,,Recommended,CE-ES,,nan,,istar
ISVC,International Symposium on Visual Computing,,nan,,Recommended,CE-GRAPI,,nan,gkPBkimMWRYJ,isvc
ISVLSI,IEEE Computer Society Annual Symposium on VLSI,,nan,,Top20,CE-CCI|CE-ESC,,nan,YnM0PRNMjrsJ,isvlsi
ISW,Information Security Conference,,,,,,,,,
ISWC,International Semantic Web Conference,,IEEE International Symposium on Wearable Computers|nan,,Recommended,CE-BD|CE-IA|CE-RV,,nan,AETH84_wOIQJ,semweb
ISWCS,International Symposium on Wireless Communication Systems,,nan,,Recommended,CE-RESD,,nan,bKvDXIhWqbQJ,iswcs
ITC,International Test Conference,,,,,,,,,
ITCS,Conference on Innovations in Theoretical Computer Science,,nan,,CE-ACO Top10 2024,CE-ACO,,nan,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=YFgbcWcmuG4J.2024,https://dblp.org/db/conf/itcs/index.html
ITDRR,Information Technology in Disaster Risk Reduction,,,,,,,,,
ITHET,International Conference on Information Technology Based Higher Education and Training,,,,,,,,,
ITICSE,Conference on Innovation and Technology in Computer Science Education,,ACM Conference on Innovation and Technology in Computer Science Education|nan,,Top10,CE-EDUCOMP,,nan,68UDAZLIQo8J,iticse
ITNG,International Conference on Information Technology : New Generations,,International Conference on Information Technology - New Generations|nan,,Top20,CE-SI,,nan,n4KqZc83JT0J,itng
ITP,International Conference on Interactive Theorem Proving,,nan,,Top20,CE-MF,,nan,dC3V1ZRAEU4J,
ITS,International Conference on Intelligent Tutoring Systems,,ACM International Conference on Interactive Tabletops and Surfaces|International Intelligent Tutoring Systems Conference|nan,,Recommended,CE-IA|CE-IE|CE-IHC,,nan,pjzAYQWqW2kJ,its
ITSC,IEEE International Conference on Intelligent Transportation Systems,,IEEE ITSC Intelligent Transportation Systems Conference|IEEE Intelligence Transportation Systems Conference|IEEE Intelligent Transportation Systems Conference|nan,,Recommended,CE-BD|CE-GRAPI|CE-RESD,,nan,F_tKvHBbkU8J,itsc
ITSS,Interactive Tabletops and Surfaces,,,,,,,,,
IUI,International Conference on Intelligent User Interfaces,,nan,,Top10,CE-IA|CE-IHC|CE-RV,,nan,-_BzfdwqRVsJ,iui
IV,International Conference on Information Visualization,,International Conference on Information Visualisation|nan,,Recommended,CE-IHC,,nan,vRWGetFmuFkJ,iv
IVA,International Conference on Intelligent Virtual Agents,,ACM INTERNATIONAL CONFERENCE ON INTELLIGENT VIRTUAL AGENTS|Intelligent Virtual Agents|nan,,Recommended,CE-GRAPI|CE-IHC|CE-JOGOS,,nan,Zy6oN9uVoooJ,iva
IVAPP,International Conference on Information Visualization Theory and Applications,,nan,,Recommended,CE-RV,,nan,,ivapp
IWANN,International Work-Conference on Artificial Neural Networks,,,,,,,,,
IWBBIO,International Work-Conference on Bioinformatics and Biomedical Engineering,,nan,,Top10,CE-BioComp,,nan,T4IEJzWRVqIJ,
IWBF,International Workshop on Biometrics and Forensics,,,,,,,,,
IWCMC,International Wireless Communications and Mobile Computing Conference,,nan,,Recommended,CE-RESD,,nan,VmAg1pGpY18J,iwcmc
IWCS,International Workshop on Computational Semantics,,nan,,Recommended,CE-PLN,,nan,,iwcs
IWCTS,International Workshop on Computational Transportation Science,,nan,,Recommended,CE-Geoinformatica,,nan,,
IWGS,ACM Workshop on GeoStreaming,,,,,,,,,
IWOCA,International Workshop on Combinatorial Algorithms,,nan,,Recommended,CE-ACO,,nan,aEFAi4RU6TEJ,iwoca
IWOMP,International Workshop on OpenMP,,,,,,,,,
IWS,Iberchip Workshop,,,,,,,,,
IWSECO,International Workshop on Software Ecosystems,,nan,,Recommended,CE-SI,,nan,,iwseco
IWSSIP,"International Conference on Systems, Signals and Image Processing",,nan,,Top20,CE-CAS|CE-GRAPI,,nan,GsvS_jxfxCoJ,iwssip
jAUTI,Iberoamerican Conference on Applications and Usability of Interactive TV,,,,,,,,,
JCDL,ACM/IEEE Joint Conference on Digital Libraries,,,,,,,,,
JCSG,Joint International Conference on Serious Games,,,,,,,,,
JSSPP,Workshop on Job Scheduling Strategies for Parallel Processing,,,,,,,,,
JURIX,International Conference on Legal Knowledge and Information Systems,,nan,,Recommended,CE-SI,,nan,hTnzOl0B1DQJ,jurix
KDD,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,,ACM SIGKDD International Conference on Knowledge Discovery and Data Mining|ACM SIGKDD conference on Knowledge Discovery and Data Mining|nan,,Top10,CE-BD|CE-IC,,nan,DxPOk84pRIIJ,kdd
KDIR,International Conference on Knowledge Discovery and Information Retrieval,,nan,,Recommended,CE-BD,,nan,,
KDMILE,"Symposium on Knowledge Discovery, Mining and Learning",,nan,,Top20,CE-BD|CE-IA,,https://sol.sbc.org.br/index.php/kdmile/issue/archive,ktOlY8k93VoJ,
KEPS,Workshop on Knowledge Engineering for Planning and Scheduling,,,,,,,,,
KES,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,,nan,,Recommended,CE-BD|CE-SI,,nan,,kes
KESAMSTA,International KES Conference on Agents and Multi-Agent Systems: Technologies and Applications,,,,,,,,,
KESW,International Conference on Knowledge Engineering and Semantic Web,,nan,,Recommended,CE-SI,,nan,,kesw
KMO,International Conference on Knowledge Management in Organizations,,nan,,Recommended,CE-SI,,nan,-yAq_nHfnI0J,kmo
KR,International Conference on Principles of Knowledge Representation and Reasoning,,nan,,Recommended,CE-BD|CE-IA,,nan,mK5NIOh7kkEJ,kr
L@S,ACM Conference on Learning @ Scale,,nan,,Top10,CE-IE,,nan,36ZL-wFvppYJ,lats
LA-CCI,Latin American Conference on Computational Intelligence,,IEEE Latin American Conference on Computational Intelligence|nan,,Recommended,CE-IA|CE-IC,,nan,MQjh4nsifjAJ,lacci
LAC,Linux Audio Conference,,nan,,Top20,CE-CM,,nan,,
LACLO,Latin American Conference on Learning Objects and Technologies,,Conferencia Latinoamericana de Tecnologías de Aprendizaje,,Top20,CE-IE,,nan,dxqVLUIU2J4J,
LADC,Latin-American Symposium on Dependable Computing,,nan,,Top20,CE-TF,,https://sol.sbc.org.br/index.php/ladc,,ladc
LAGIRS,IEEE Latin American GRSS & ISPRS Remote Sensing Conference,,IEEE Latin American GRSS & ISPRS Remote Sensing Conference (LAGIRS)|nan,,Top20,CE-Geoinformatica,,nan,,
LAGOS,"Latin-American Algorithms, Graphs and Optimization Symposium",,nan,,Recommended,CE-ACO,,nan,,lagos
LAK,International Learning Analytics and Knowledge Conference,,International Conference on Learning Analytics & Knowledge,,Top10,CE-IE,,nan,vyPePYGDYIkJ,lak
LANC,Latin American Networking Conference,,nan,,Recommended,CE-RESD,,nan,,lanc
LANMAN,IEEE International Symposium on Local and Metropolitan Area Networks,,nan,,Recommended,CE-RESD,,nan,,lanman
LANOMS,Latin American Network Operations and Management Symposium,,Latin-American Network Operations and Management Symposium|nan,,Recommended,CE-RESD,,nan,,lanoms
LARS,IEEE Latin American Robotics Symposium,,Latin American Robotics Symposium|nan,,Recommended,CE-GRAPI|CE-IA|CE-RV,,nan,,larc
LASCAS,IEEE Latin American Symposium on Circuits and Systems,,nan,,Top10,CE-CCI,,nan,HwA04ld57EIJ,lascas
LATIN,Latin American Theoretical Informatics Symposium,,nan,,CE-ACO Top10 2024,CE-ACO,,nan,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=OeICmY9lwg4J.2023,https://dblp.org/db/conf/latin/index.html
LATINCLOUD,IEEE Latin America Conference on Cloud Computing and Communications,,nan,,Recommended,CE-RESD,,nan,,latincloud
LATINCOM,IEEE Latin-American Conference on Communications,,nan,,Recommended,CE-RESD,,nan,P88GQzAGJOcJ,latincom
LATINCRYPT,International Conference on Cryptology and Information Security in Latin America,,nan,,Recommended,CE-SEG,,nan,,latincrypt
LATINOWARE,Congresso Latino-americano de Software Livre e Tecnologias Abertas,,,,,,,,,
LATS,IEEE Latin American Test Symposium,,IEEE Latin-American Test Symposium|Latin American Test Symposium|nan,,Top20,CE-CCI|CE-TF,,nan,IdSNHXeKP5gJ,latw
LAW,Linguistic Annotation Workshop,,nan,,Top20,CE-PLN,,nan,,acllaw
LAWCG,Latin American Workshop on Cliques in Graphs,,nan,,Recommended,CE-ACO,,nan,,
LAWCN,Latin-American Workshop on Computational Neuroscience,,,,,,,,,
LAWEB,Latin American Web Congress,,,,,,,,,
LCN,IEEE Conference on Local Computer Networks,,nan,,Recommended,CE-RESD,,nan,-0SVTi_veasJ,lcn
LCTES,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems",,"Languages, Compilers, and Tools for Embedded Systems|nan",,Recommended,CE-ESC|CE-LP,,nan,,lctrts
LCTRTS,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",,nan,,Recommended,CE-ESC,,nan,,lctrts
LDAV,IEEE Symposium on Large Data Analysis and Visualization,,nan,,Recommended,CE-BD|CE-RV,,nan,,ldav
LFCS,Symposium on Logical Foundations of Computer Science,,,,,,,,,
LICS,ACM/IEEE Symposium on Logic in Computer Science,,nan,,Top10,CE-L,,nan,5mWbSIB9be8J,lics
LIDTA,Workshop on Learning with Imbalanced Domains: Theory and Applications,,,,,,,,,
LINKDEM,Workshop on Linked Democracy : Artificial Intelligence for Democratic Innovation,,,,,,,,,
LION,Learning and Intelligent Optimization Conference,,,,,,,,,
LMCS,Logical Methods in Computer Science,,nan,,Top20,CE-L,,nan,uMkIEwVx22wJ,
LocalRec,"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",,nan,,Recommended,CE-Geoinformatica,,nan,,
LocWeb,International Workshop on Location and the Web,,nan,,Top20,CE-Geoinformatica,,nan,,locweb
LoPaS,Location Privacy and Security Workshop,,nan,,Recommended,CE-Geoinformatica,,nan,,
LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation,,,,,,,,,
LREC,International Conference on Language Resources and Evaluation,,nan,,Top10,CE-PLN,,nan,qf6JB6yXg1UJ,lrec
LSFA,"International Workshop on Logical and Semantic Frameworks, with Applications",,nan,,Top10,CE-L,,nan,,lsfa
LTEC,International Workshop on Learning Technology for Education Challenges,,,,,,,,,
M4IOT,Workshop on Middleware for Context-Aware Applications in the IoT,,,,,,,,,
MABS,International Workshop on Multi-Agent Based Simulation,,,,,,,,,
MANSDNNFV,International Workshop on Management of SDN and NFV Systems,,,,,,,,,
MASCOTS,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",,nan,,Recommended,CE-RESD,,nan,rUAci4_JCgEJ,mascots
MASS,IEEE International Conference on Mobile Adhoc and Sensor Systems,,IEEE International Conference on Mobile Ad-Hoc and Smart Systems|nan,,Recommended,CE-RESD,,nan,R3zPuj5YyygJ,mass
MASS2,IEEE International Conference on Mobile Ad-Hoc and Smart Systems,,,,,,,,,
MATES,German Conference on Multiagent System Technologies,,,,,,,,,
MCDM,International Conference on Multiple Criteria Decision Making,,,,,,,,,
MCM,International Conference on Mathematics and Computation in Music,,nan,,Recommended,CE-CM,,nan,,
MCPR2,Mexican Conference on Pattern Recognition,,,,,,,,,
MCSoC,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,,nan,,Recommended,CE-ACPAD|CE-ESC,,nan,cNDfl82p1FwJ,mcsoc
MDAI,International Conference on Modeling Decisions for Artificial Intelligence,,,,,,,,,
MDM,IEEE International Conference on Mobile Data Management,,International Conference on Mobile Data Management,,Recommended,CE-BD,,nan,,mdm
MED,Mediterranean Conference on Control and Automation,,nan,,Recommended,CE-R,,nan,GCpVsRNBp7cJ,
MedComNet,Mediterranean Communication and Computer Networking Conference,,,,,,,,,
MEDES,International Conference on Management of Emergent Digital EcoSystems,,International Conference on Management of Digital EcoSystems|nan,,Recommended,CE-SI,,nan,8r87ioMWSPAJ,medes
MEDHOCNET,Mediterranean Ad Hoc Networking Workshop,,,,,,,,,
MEDINFO,World Congress on Medical and Health Informatics,,Studies in Health Technology and Informatics,,Top10,CE-CAS,,nan,dZLYXaFx_-EJ,medinfo
MEMEA,IEEE International Symposium on Medical Measurements and Applications,,,,,,,,,
MEMSYS,International Symposium on Memory Systems,,,,,,,,,
MEPDaW,Managing the Evolution and Preservation of the Data Web,,,,,,,,,
MESA,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,,nan,,Recommended,CE-ESC,,nan,th--Q8zFP48J,mesa
META,International Workshop on Meta-Programming Techniques and Reflection,,,,,,,,,
MetaLearn,Workshop on Meta-Learning,,,,,,,,,
MFCS,International Symposium on Mathematical Foundations of Computer Science,,nan,,Top20,CE-ACO|CE-L,,nan,b7Wt8oz6uqAJ,mfcs
MFI,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,,,,,,,,,
MIC,Metaheuristics International Conference,,,,,,,,,
MICAI,Mexican International Conference on Artificial Intelligence,,nan,,Recommended,CE-IA|CE-PLN,,nan,uhZEgJcD4mIJ,micai
MICRO,IEEE/ACM International Symposium on Microarchitecture,,nan,,Top10,CE-ACPAD,,nan,UpKDzfQ1ak8J,micro
MIDDLEWARE,International Middleware Conference,,ACM/IFIP International Middleware Conference|nan,,Recommended,CE-RESD|CE-TF,,nan,NA4iP0Rm0toJ,middleware
MIE,Medical Informatics Europe,,Studies in Health Technology and Informatics,,Top20,CE-CAS,,nan,dZLYXaFx_-EJ,mie
MIG,ACM Siggraph Conference on Motion in Games,,"ACM SIGGRAPH Conference on Motion, Interaction and Games|nan",,Recommended,CE-GRAPI|CE-JOGOS,,nan,hz1-DUbSgGcJ,mig
MILCOM,Military Communications Conference,,,,,,,,,
MISE,Workshop on Modeling in Software Engineering,,,,,,,,,
MIXDES,International Conference on Mixed Design of Integrated Circuits and Systems,,,,,,,,,
ML4H,Machine Learning for Health,,,,,,,,,
