Sigla,Ano Dados,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Anais,SOL ID,GS ID,DBLP ID
KDD,2025,ACM SIGKDD Conference on Knowledge Discovery and Data Mining,,ACM SIGKDD International Conference on Knowledge Discovery and Data Mining|ACM SIGKDD conference on Knowledge Discovery and Data Mining|nan,,Top10,CE-BD|CE-IC,Qualis 2017-2020|SBC CE-2024,,,DxPOk84pRIIJ,kdd
KDIR,2025,International Conference on Knowledge Discovery and Information Retrieval,,nan,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,
KDMILE,2025,"Symposium on Knowledge Discovery, Mining and Learning",,nan,,Top20,CE-BD|CE-IA,Qualis 2017-2020|SBC CE-2024,,kdmile,ktOlY8k93VoJ,
KEPS,2025,Workshop on Knowledge Engineering for Planning and Scheduling,,,,,,Qualis 2017-2020,,,,
KES,2025,International Conference on Knowledge-Based and Intelligent Information & Engineering Systems,,nan,,Recommended,CE-BD|CE-SI,Qualis 2017-2020|SBC CE-2024,,,,kes
KESAMSTA,2025,International KES Conference on Agents and Multi-Agent Systems: Technologies and Applications,,,,,,Qualis 2017-2020,,,,
KESW,2025,International Conference on Knowledge Engineering and Semantic Web,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,,kesw
KMO,2025,International Conference on Knowledge Management in Organizations,,nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,-yAq_nHfnI0J,kmo
KR,2025,International Conference on Principles of Knowledge Representation and Reasoning,,nan,,Top10,CE-BD|CE-IA,Qualis 2017-2020|SBC CE-2024,,,mK5NIOh7kkEJ,kr
L@S,2025,ACM Conference on Learning @ Scale,,nan,,Top10,CE-IE,Qualis 2017-2020|SBC CE-2024,,,36ZL-wFvppYJ,lats
LA-CCI,2025,Latin American Conference on Computational Intelligence,,IEEE Latin American Conference on Computational Intelligence|nan,,Recommended,CE-IA|CE-IC,Qualis 2017-2020|SBC CE-2024,,,MQjh4nsifjAJ,lacci
LAC,2025,Linux Audio Conference,,nan,,Top20,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
LACLO,2025,Latin American Conference on Learning Objects and Technologies,,Conferencia Latinoamericana de Tecnologías de Aprendizaje,,Top20,CE-IE,Qualis 2017-2020|SBC CE-2024,,,dxqVLUIU2J4J,
LADC,2025,Latin-American Symposium on Dependable Computing,,nan,,Top20,CE-TF,Qualis 2017-2020|SBC CE-2024,,ladc,,ladc
LAGIRS,2025,IEEE Latin American GRSS & ISPRS Remote Sensing Conference,,IEEE Latin American GRSS & ISPRS Remote Sensing Conference (LAGIRS)|nan,,Top20,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,
LAGOS,2025,"Latin-American Algorithms, Graphs and Optimization Symposium",,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,,lagos
LAK,2025,International Learning Analytics and Knowledge Conference,,International Conference on Learning Analytics & Knowledge,,Top10,CE-IE,Qualis 2017-2020|SBC CE-2024,,,vyPePYGDYIkJ,lak
LANC,2025,Latin American Networking Conference,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,lanc
LANMAN,2025,IEEE International Symposium on Local and Metropolitan Area Networks,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,lanman
LANOMS,2025,Latin American Network Operations and Management Symposium,,Latin-American Network Operations and Management Symposium|nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,lanoms
LARS,2025,IEEE Latin American Robotics Symposium,,Latin American Robotics Symposium|nan,,Recommended,CE-GRAPI|CE-IA|CE-RV,Qualis 2017-2020|SBC CE-2024,,,,larc
LASCAS,2025,IEEE Latin American Symposium on Circuits and Systems,,nan,,Top10,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,HwA04ld57EIJ,lascas
LATIN,2025,Latin American Theoretical Informatics Symposium,,nan,,Top10,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,OeICmY9lwg4J,latin
LATINCLOUD,2025,IEEE Latin America Conference on Cloud Computing and Communications,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,latincloud
LATINCOM,2025,IEEE Latin-American Conference on Communications,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,P88GQzAGJOcJ,latincom
LATINCRYPT,2025,International Conference on Cryptology and Information Security in Latin America,,nan,,Recommended,CE-SEG,Qualis 2017-2020|SBC CE-2024,,,,latincrypt
LATINOWARE,2025,Congresso Latino-americano de Software Livre e Tecnologias Abertas,,Congresso Latino-Americano de Software Livre e Tecnologias Abertas|XX Congresso Latino-Americano de Software Livre e Tecnologias Abertas,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,latinoware,TDrrbM20a5oJ,
LATS,2025,IEEE Latin American Test Symposium,,IEEE Latin-American Test Symposium|Latin American Test Symposium|nan,,Top20,CE-CCI|CE-TF,Qualis 2017-2020|SBC CE-2024,,,IdSNHXeKP5gJ,latw
LAW,2025,Linguistic Annotation Workshop,,nan,,Top20,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,,acllaw
LAWCG,2025,Latin American Workshop on Cliques in Graphs,,nan,,Recommended,CE-ACO,Qualis 2017-2020|SBC CE-2024,,,,
LAWCN,2025,Latin-American Workshop on Computational Neuroscience,,,,,,Qualis 2017-2020,,,,
LAWEB,2025,Latin American Web Congress,,,,,,Qualis 2017-2020,,,,
LCN,2025,IEEE Conference on Local Computer Networks,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,-0SVTi_veasJ,lcn
LCTES,2025,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Embedded Systems",,"Languages, Compilers, and Tools for Embedded Systems|nan",,Top20,CE-ESC|CE-LP,Qualis 2017-2020|SBC CE-2024,,,,lctrts
LCTRTS,2025,"ACM SIGPLAN/SIGBED Conference on Languages, Compilers, and Tools for Real-Time Systems",,nan,,Recommended,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,,lctrts
LDAV,2025,IEEE Symposium on Large Data Analysis and Visualization,,nan,,Top20,CE-BD|CE-RV,Qualis 2017-2020|SBC CE-2024,,,,ldav
LFCS,2025,Symposium on Logical Foundations of Computer Science,,,,,,Qualis 2017-2020,,,,
LICS,2025,ACM/IEEE Symposium on Logic in Computer Science,,nan,,Top10,CE-L,Qualis 2017-2020|SBC CE-2024,,,5mWbSIB9be8J,lics
LIDTA,2025,Workshop on Learning with Imbalanced Domains: Theory and Applications,,,,,,Qualis 2017-2020,,,,
LINKDEM,2025,Workshop on Linked Democracy : Artificial Intelligence for Democratic Innovation,,,,,,Qualis 2017-2020,,,,
LION,2025,Learning and Intelligent Optimization Conference,,,,,,Qualis 2017-2020,,,,
LMCS,2025,Logical Methods in Computer Science,,nan,,Top20,CE-L,Qualis 2017-2020|SBC CE-2024,,,uMkIEwVx22wJ,
LocalRec,2025,"International Workshop on Location-Based Recommendations, Geosocial Networks and Geoadvertising",,nan,,Recommended,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,
LocWeb,2025,International Workshop on Location and the Web,,nan,,Top20,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,locweb
LoPaS,2025,Location Privacy and Security Workshop,,nan,,Recommended,CE-Geoinformatica,Qualis 2017-2020|SBC CE-2024,,,,
LOPSTR,2025,International Symposium on Logic-based Program Synthesis and Transformation,,,,,,Qualis 2017-2020,,,,
LREC,2025,International Conference on Language Resources and Evaluation,,nan,,Top10,CE-PLN,Qualis 2017-2020|SBC CE-2024,,,qf6JB6yXg1UJ,lrec
LSFA,2025,"International Workshop on Logical and Semantic Frameworks, with Applications",,nan,,Top10,CE-L,Qualis 2017-2020|SBC CE-2024,,,,lsfa
LTEC,2025,International Workshop on Learning Technology for Education Challenges,,,,,,Qualis 2017-2020,,,,
M4IOT,2025,Workshop on Middleware for Context-Aware Applications in the IoT,,,,,,Qualis 2017-2020,,,,
MABS,2025,International Workshop on Multi-Agent Based Simulation,,,,,,Qualis 2017-2020,,,,
MANSDNNFV,2025,International Workshop on Management of SDN and NFV Systems,,,,,,Qualis 2017-2020,,,,
MASCOTS,2025,"International Symposium on the Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,rUAci4_JCgEJ,mascots
MASS,2025,IEEE International Conference on Mobile Adhoc and Sensor Systems,,IEEE International Conference on Mobile Ad-Hoc and Smart Systems|nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,R3zPuj5YyygJ,mass
MASS2,2025,IEEE International Conference on Mobile Ad-Hoc and Smart Systems,,,,,,Qualis 2017-2020,,,,
MATES,2025,German Conference on Multiagent System Technologies,,,,,,Qualis 2017-2020,,,,
MCDM,2025,International Conference on Multiple Criteria Decision Making,,,,,,Qualis 2017-2020,,,,
MCM,2025,International Conference on Mathematics and Computation in Music,,nan,,Recommended,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
MCPR2,2025,Mexican Conference on Pattern Recognition,,,,,,Qualis 2017-2020,,,,
MCSoC,2025,International Symposium on Embedded Multicore/Many-core Systems-on-Chip,,nan,,Recommended,CE-ACPAD|CE-ESC,Qualis 2017-2020|SBC CE-2024,,,cNDfl82p1FwJ,mcsoc
MDAI,2025,International Conference on Modeling Decisions for Artificial Intelligence,,,,,,Qualis 2017-2020,,,,
MDM,2025,IEEE International Conference on Mobile Data Management,,International Conference on Mobile Data Management,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,mdm
MED,2025,Mediterranean Conference on Control and Automation,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,GCpVsRNBp7cJ,
MedComNet,2025,Mediterranean Communication and Computer Networking Conference,,,,,,Qualis 2017-2020,,,,
MEDES,2025,International Conference on Management of Emergent Digital EcoSystems,,International Conference on Management of Digital EcoSystems|nan,,Recommended,CE-SI,Qualis 2017-2020|SBC CE-2024,,,8r87ioMWSPAJ,medes
MEDHOCNET,2025,Mediterranean Ad Hoc Networking Workshop,,,,,,Qualis 2017-2020,,,,
MEDINFO,2025,World Congress on Medical and Health Informatics,,Studies in Health Technology and Informatics,,Top10,CE-CAS,Qualis 2017-2020|SBC CE-2024,,,dZLYXaFx_-EJ,medinfo
MEMEA,2025,IEEE International Symposium on Medical Measurements and Applications,,,,,,Qualis 2017-2020,,,,
MEMSYS,2025,International Symposium on Memory Systems,,,,,,Qualis 2017-2020,,,,
MEPDaW,2025,Managing the Evolution and Preservation of the Data Web,,,,,,Qualis 2017-2020,,,,
MESA,2025,IEEE/ASME International Conference on Mechatronic and Embedded Systems and Applications,,nan,,Recommended,CE-ESC,Qualis 2017-2020|SBC CE-2024,,,th--Q8zFP48J,mesa
META,2025,International Workshop on Meta-Programming Techniques and Reflection,,,,,,Qualis 2017-2020,,,,
MetaLearn,2025,Workshop on Meta-Learning,,,,,,Qualis 2017-2020,,,,
MFCS,2025,International Symposium on Mathematical Foundations of Computer Science,,nan,,Top20,CE-ACO|CE-L,Qualis 2017-2020|SBC CE-2024,,,b7Wt8oz6uqAJ,mfcs
MFI,2025,IEEE International Conference on Multisensor Fusion and Integration for Intelligent Systems,,,,,,Qualis 2017-2020,,,,
MIC,2025,Metaheuristics International Conference,,,,,,Qualis 2017-2020,,,,
MICAI,2025,Mexican International Conference on Artificial Intelligence,,nan,,Recommended,CE-IA|CE-PLN,Qualis 2017-2020|SBC CE-2024,,,uhZEgJcD4mIJ,micai
MICRO,2025,IEEE/ACM International Symposium on Microarchitecture,,nan,,Top10,CE-ACPAD,Qualis 2017-2020|SBC CE-2024,,,UpKDzfQ1ak8J,micro
MIDDLEWARE,2025,International Middleware Conference,,ACM/IFIP International Middleware Conference|nan,,Top10,CE-ESC|CE-RESD|CE-SI|CE-TF,Qualis 2017-2020|SBC CE-2024,,,NA4iP0Rm0toJ,middleware
MIE,2025,Medical Informatics Europe,,Studies in Health Technology and Informatics,,Top20,CE-CAS,Qualis 2017-2020|SBC CE-2024,,,dZLYXaFx_-EJ,mie
MIG,2025,ACM Siggraph Conference on Motion in Games,,"ACM SIGGRAPH Conference on Motion, Interaction and Games|nan",,Top10,CE-GRAPI|CE-JOGOS,Qualis 2017-2020|SBC CE-2024,,,hz1-DUbSgGcJ,mig
MILCOM,2025,Military Communications Conference,,,,,,Qualis 2017-2020,,,,
MISE,2025,Workshop on Modeling in Software Engineering,,,,,,Qualis 2017-2020,,,,
MIXDES,2025,International Conference on Mixed Design of Integrated Circuits and Systems,,,,,,Qualis 2017-2020,,,,
ML4H,2025,Machine Learning for Health,,,,,,Qualis 2017-2020,,,,
MLDM,2025,International Conference on Machine Learning and Data Mining in Pattern Recognition,,Machine Learning and Data Mining in Pattern Recognition|nan,,Recommended,CE-GRAPI,Qualis 2017-2020|SBC CE-2024,,,,mldm
MLOBD,2025,"International Workshop on Machine Learning, Optimization and Big Data",,,,,,Qualis 2017-2020,,,,
MLSP,2025,IEEE International Workshop on Machine Learning for Signal Processing,,,,,,Qualis 2017-2020,,,,
MMAR,2025,International Conference on Methods and Models in Automation and Robotics,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,YI-90EccamMJ,
MMM,2025,International Conference on Multimedia Modelling,,International Conference on MultiMedia Modeling|nan,,Top20,CE-RV|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,Yk_rZmw8Ul4J,mmm
MMRP,2025,International Workshop on Multilayer Music Representation and Processing,,nan,,Top20,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
MMSP,2025,International Workshop on Multimedia and Signal Processing,,IEEE Workshop on Multimedia Signal Processing|nan,,Recommended,CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,_45azmq7lgwJ,mmsp
MMSYS,2025,ACM Multimedia Systems Conference,,nan,,Top10,CE-IHC|CE-RESD|CE-RV|CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,iRTf4ImdsEQJ,mmsys
MNR,2025,Mostra Nacional de Robótica,,nan,,Recommended,CE-R,Qualis 2017-2020|SBC CE-2024,,,,
MobiArch,2025,Workshop on Mobility in the Evolving Internet Architecture,,,,,,Qualis 2017-2020,,,,
MOBICOM,2025,ACM/IEEE International Conference on Mobile Computing and Networking,,nan,,Top10,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,CYo1GjC2fW8J,mobicom
MOBIHOC,2025,ACM International Symposium on Mobile Ad Hoc Networking and Computing,,nan,,Top20,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,Okb8aqGJjLgJ,mobihoc
MOBILEHCI,2025,International Conference on Human-Computer Interaction with Mobile Devices and Services,,International Conference on Human-­‐Computer Interaction with Mobile Devices and Services|nan,,Top10,CE-IHC|CE-RV,Qualis 2017-2020|SBC CE-2024,,,FYz8XSTnq6sJ,mhci
MOBILESOFT,2025,International Conference on Mobile Software Engineering and Systems,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,mobilesoft
MOBIQUITOUS,2025,"International Conference on Mobile and Ubiquitous Systems: Computing, Networking and Services",,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,bnWlRT9hHXEJ,mobiquitous
MobiSys,2025,"Annual International Conference on Mobile Systems, Applications, and Services",,nan,,Top10,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,0mhk3_x__KIJ,mobisys
MOBIWAC,2025,ACM International Symposium on Mobility Management and Wireless Access,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,mobiwac
MOCO,2025,International Conference on Movement and Computing,,,,,,Qualis 2017-2020,,,,
MODELS,2025,International Conference on Model Driven Engineering Languages and Systems,,Model Driven Engineering Languages and Systems,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,3ppqdCDVTskJ,models
MODELSWARD,2025,International Conference on Model-Driven Engineering and Software Development,,,,,,Qualis 2017-2020,,,,
MODRE,2025,International Model-Driven Requirements Engineering,,nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,,,
MODULARITY,2025,International Conference on Modularity,,,,,,Qualis 2017-2020,,,,
MoMM,2025,International Conference on Advances in Mobile Computing & Multimedia,,nan,,Recommended,CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,PZoAL1XKdJoJ,momm
MRS,2025,International Symposium on Multi-Robot and Multi-Agent Systems,,,,,,Qualis 2017-2020,,,,
MSN,2025,International Conference on Mobile Ad-Hoc and Sensor Networks,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,neOh05x3OTMJ,msn
MSR,2025,Working Conference on Mining Software Repositories,,Mining Software Repositories,,Top10,CE-ES,Qualis 2017-2020|SBC CE-2024,,,XpB0TY0OXkoJ,msr
MSSiS,2025,Workshop deModelagem e Simulação de Sistemas Intensivos em Software,,Workshop de Modelagem e Simulação de Sistemas Intensivos em Software|nan,,Recommended,CE-ES,Qualis 2017-2020|SBC CE-2024,,mssis,,
MSST,2025,IEEE Symposium on Mass Storage Systems and Technologies,,,,,,Qualis 2017-2020,,,,
MSWIM,2025,"ACM International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,7xyzSiMupzgJ,mswim
MTSR,2025,International Conference on Metadata and Semantics Research,,nan,,Recommended,CE-BD,Qualis 2017-2020|SBC CE-2024,,,,mtsr
MULTI,2025,International Workshop on Multi-Level Modeling,,,,,,Qualis 2017-2020,,,,
MULTITEMP,2025,International Workshop on the Analysis of Multitemporal Remote Sensing Images,,,,,,Qualis 2017-2020,,,,
MUM,2025,International Conference on Mobile and Ubiquitous Multimedia,,nan,,Recommended,CE-WEBMEDIA,Qualis 2017-2020|SBC CE-2024,,,ZC8PGgykt-EJ,mum
MVA,2025,IAPR International Conference on Machine Vision Applications,,International Conference on Machine Vision Applications|nan,,Recommended,CE-GRAPI|CE-RV,Qualis 2017-2020|SBC CE-2024,,,jv1gvzv4-LgJ,mva
MWE,2025,Workshop on Multiword Expressions,,,,,,Qualis 2017-2020,,,,
MWSCAS,2025,International Midwest Symposium on Circuits and Systems,,IEEE International Midwest Symposium on Circuits and Systems|nan,,Top20,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,IKwP_BZwq3kJ,mwscas
NAACL,2025,North American Chapter of the Association for Computational Linguistics Annual Meeting,,Conference of the North American Chapter of the ACL|nan,,Top10,CE-IA|CE-PLN,Qualis 2017-2020|SBC CE-2024,,,ORSK3meVbY4J,naacl
NAFIPS,2025,Annual Conference of the North American Fuzzy Information Processing Society,,,,,,Qualis 2017-2020,,,,
NCA,2025,IEEE International Symposium on Network Computing and Applications,,nan,,Recommended,CE-RESD|CE-TF,Qualis 2017-2020|SBC CE-2024,,,lTgG3I7tby0J,nca
NDSS,2025,Network and Distributed System Security Symposium,,nan,,Top10,CE-RESD|CE-SEG,Qualis 2017-2020|SBC CE-2024,,,q2FcImd5qbgJ,ndss
NESY@HLAI,2025,Workshop on Neural-Symbolic Learning and Reasoning,,,,,,Qualis 2017-2020,,,,
NETSOFT,2025,IEEE Conference on Network Softwarization,,IEEE NetSoft Conference and Workshops|nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,7uhFfRV5cUQJ,netsoft
NetSys,2025,International Conference on Networked Systems,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,a1PaC1R5uZ8J,netsys
NETWORKING,2025,IFIP Networking Conference,,nan,,Top20,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,OK3y4P6IJ9EJ,networking
NETWORKS,2025,International Telecommunications Network Strategy and Planning Symposium,,,,,,Qualis 2017-2020,,,,
NeurIPS,2025,Neural Information Processing Systems,,nan,,Top10,CE-GRAPI|CE-IC,Qualis 2017-2020|SBC CE-2024,,,6SgK_Z8h2_wJ,nips
NEW2AN,2025,"International Conference on Internet of Things, Smart Spaces, and Next Generation Networks and Systems",,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,,new2an
NEWCAS,2025,IEEE International New Circuits and Systems Conference,,International New Circuits and Systems Conference|nan,,Top20,CE-CCI,Qualis 2017-2020|SBC CE-2024,,,lCK4wgZQRSUJ,newcas
NFM,2025,NASA Formal Methods Symposium,,Nasa Formal Methods|nan,,Top10,CE-MF,Qualis 2017-2020|SBC CE-2024,,,Nw9VzNrATcAJ,
NFV-SDN,2025,IEEE Conference on Network Function Virtualization and Software Defined Networks,,nan,,Recommended,CE-RESD,Qualis 2017-2020|SBC CE-2024,,,zpJLXcw8LuIJ,nfvsdn
NHT,2025,Workshop on Narrative and Hypertext,,,,,,Qualis 2017-2020,,,,
NIME,2025,International Conference on New Interfaces for Musical Expression,,nan,,Top10,CE-CM,Qualis 2017-2020|SBC CE-2024,,,,
NLDB,2025,International Conference on Application of Natural Language to Information Systems,,International Conference on Applications of Natural Language to Information Systems|nan,,Recommended,CE-PLN|CE-SI,Qualis 2017-2020|SBC CE-2024,,,4YrITWKg3KAJ,nldb
